source,product,rating,title,review_text,reviewer,date
flipkart,"REDMI Note 14 SE 5G (Titan Black, 128 GB) (6 GB RAM)",,Jagadeesh  P n,...Camera also not good some time system hang and slow working.,Jagadeesh  P n,
flipkart,"REDMI Note 14 SE 5G (Titan Black, 128 GB) (6 GB RAM)",,prateek jaiswal,"...display quality was quite good, camera is good but not as much as it mention sony lens....",prateek jaiswal,
flipkart,"boAt Airdopes Plus 311, 50H Battery, ENx Tech, (~50ms)BEAST ",,Ruchita  Deolekar,Sound quality is very poor,Ruchita  Deolekar,
flipkart,"boAt Airdopes Plus 311, 50H Battery, ENx Tech, (~50ms)BEAST ",,Mijanur Ali Molla,Sound quality is good.,Mijanur Ali Molla,
flipkart,"boAt Airdopes Plus 311, 50H Battery, ENx Tech, (~50ms)BEAST ",,Flipkart Customer,Very good product and the sound quality is also very good,Flipkart Customer,
flipkart,"boAt Airdopes Plus 311, 50H Battery, ENx Tech, (~50ms)BEAST ",,Sound quality is so good .,"All the features are working properly 
Highly...",Shivani Singh,
flipkart,"boAt Airdopes Plus 311, 50H Battery, ENx Tech, (~50ms)BEAST ",,", Samastipur",sound quality is cheap like chinese imported product,YASH ROY,
flipkart,"boAt Airdopes Plus 311, 50H Battery, ENx Tech, (~50ms)BEAST ",,saikiran venaganti,SOUND QUALITY VERY BAD,saikiran venaganti,
flipkart,"boAt Airdopes Plus 311, 50H Battery, ENx Tech, (~50ms)BEAST ",,Jaysakthi Sakthi,The audio is terrible and the Tereble is only I can hear when playing any songs....,Jaysakthi Sakthi,
flipkart,"boAt Airdopes Plus 311, 50H Battery, ENx Tech, (~50ms)BEAST ",,Karthik Ponnumani Indhiramaindhan,"Excellent sound quality, bass effects, theatre quality sound....",Karthik Ponnumani Indhiramaindhan,
flipkart,"boAt Airdopes Plus 311, 50H Battery, ENx Tech, (~50ms)BEAST ",,Kiran Rajput,Sound quality is wort i was buy this product before 20 day and and after 20 day I will through in dustbean so don't buy anybody,Kiran Rajput,
flipkart,"boAt Airdopes Plus 311, 50H Battery, ENx Tech, (~50ms)BEAST ",,"...days 
Good design case premium design",No noise cancellation on calls ur background...,saryansh Singh,
flipkart,"boAt Airdopes Plus 311, 50H Battery, ENx Tech, (~50ms)BEAST ",,"Sound quality is very poor,
Have no bass sound","boAt company is good but I am wrong 
Product...",Manish Singh,
flipkart,"boAt Airdopes Plus 311, 50H Battery, ENx Tech, (~50ms)BEAST ",,subramanya nayak,Best quality and budget buy from flipkart,subramanya nayak,
flipkart,"boAt Airdopes Plus 311, 50H Battery, ENx Tech, (~50ms)BEAST ",,gagandeepsinghbal bal,Sound beautiful voice,gagandeepsinghbal bal,
flipkart,"boAt Airdopes Plus 311, 50H Battery, ENx Tech, (~50ms)BEAST ",,Gowri   Shankar,Waste of money don't buy sound quality was not good,Gowri   Shankar,
flipkart,"boAt Airdopes Plus 311, 50H Battery, ENx Tech, (~50ms)BEAST ",,Sagar Dhurve,Perfect for bass but vocal sound very high pitch,Sagar Dhurve,
flipkart,"boAt Airdopes Plus 311, 50H Battery, ENx Tech, (~50ms)BEAST ",,Shanugavalli,Very nice product value for money sound effects so good.,Shanugavalli,
flipkart,"boAt Airdopes Plus 311, 50H Battery, ENx Tech, (~50ms)BEAST ",,Nihal Sharma,"...They have great quality of music and bass,  but fitting is the thing on which they have to work....",Nihal Sharma,
flipkart,"boAt Airdopes Plus 311, 50H Battery, ENx Tech, (~50ms)BEAST ",,Md Tousif  Raza,No bass sound is not clear,Md Tousif  Raza,
flipkart,"boAt Airdopes Plus 311, 50H Battery, ENx Tech, (~50ms)BEAST ",,Nimol Pal,Useless and worst product I had purchase basically it will always go to maximum volume and there is no option to change....,Nimol Pal,
flipkart,"boAt Airdopes Plus 311, 50H Battery, ENx Tech, (~50ms)BEAST ",,", Birbhum",Voice Not Clear Loudly not Sweetness,Abhi Raj,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Deepankur  Singh,Sound quality and all specifications of a buds is not acceptable in this price.,Deepankur  Singh,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,PRO GAMER  VEDANT,"...If you want good sound, solid battery, and stylish design, you can definitely go for it.",PRO GAMER  VEDANT,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,· 3 days ago,"It's good bass and sound modification beast mode is good, worth for money
...",Prajwal,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Sound quality is superb 👍,Very nice product. Value for money.,Anubhab Patra,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,"Pros:-
Sound quality - Just wonderful Awesome",...reviewing this airdopes after 2 months of use.,Tanmi Das,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Sagar Biswas,"Sound quality:- its just normal just use standard mode , dolby atmos sound is a waste , 
...",Sagar Biswas,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Yuvan Abi,...and sound quality sharpness in song next level boat did a great product again and go for it really very awesome,Yuvan Abi,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Flipkart Customer,"One word surprised!
Honestly I never liked boat tws or earphones because they were too bassy and never had good sound quality....",Flipkart Customer,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Solomon Ranglong,...1.Sound quality is clear but volome is low even full volume it's not hight sound....,Solomon Ranglong,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,SANDEEP KUMAR,Bulky and sound quality average plus not returnable don't buy this product....,SANDEEP KUMAR,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Flipkart Customer,The poduct is not so good and the sound quality is also compromised....,· 10 months ago,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Manya Upadhyay,"It's overall a gud device , what I found low is its sound quality it should be better 
...",· 11 months ago,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,The sound quality is truly amazing.,"Apart from that, the sound is good as it...",Soubhik Das,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Vinod  Patil,"The sound quality is excellent, and the Dolby Vision is also great....",Vinod  Patil,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Sound Quality - Good,"Battery Backup Good Battery Backup

Connectivity...",Himanshu  Yadav,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Sound Quality - Good,"Battery Backup - Good Battery Backup
Connectivity...",ABHIJITH C RAJ,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Sound quality super,"Bass super 
Battery backup normal",Flipkart Customer,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Awesome. Comfortable sit in ear.,And battery backup is worth mentioning....,Sudeeptha Sudhakar,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Best Sound quality.,value of money product.,Pronit Kumar,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,"t
Battery backup bes...","Nice product 👌
Sound Quality bes",Imaran  Ali,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Umar Khatami,"I loved this product, sound quality is very good and clear....",Umar Khatami,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,The Sound Quality is good.,But the App integrated Boat Adaptive EQ...,· 11 months ago,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,The sound quality is good.,But the battery backup is poor. The battery...,Prafulla Deshpande,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Sound Quality is 5/5,"Bass is 4/5
Noise Cancellation 4.5/5
Comfortable...",Flipkart Customer,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Sanjoy  Roy,boat Airdopes 800 is very good product and I'm very satisfied this Airdopes dolby audio sound quality....,Sanjoy  Roy,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Nice sound quality,"Nice fitting 
You don't even feel like you...",piyush rane,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,...capture sound properly while calling....,Sound quality is very bad while listening to songs.,Himanshu Malviya,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,sound quality perfect .,The product is build quality is nice .,Charlie  Ms,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Loved it.,Sound quality is best.,Divyesh Desani,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Sound Quality is Best,"Bass also best 
I like it",Pankaj,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Nice product,Sound quality is good,Manoj Kumar,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Sound quality awesome.,Bass very good. Design and colour nice....,Pritam Basu,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Good product...like it..,. design good ...best experience in watching...,Mahendersingh  Yadav,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Product is very good.,I am very surprised because when I remove...,Nitesh Singh,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,SUBHAM SU,This is a nice product.👌🏻👌🏻I like it's nice sound qual...,SUBHAM SU,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Sound quality super 👌 super,"Calling gorgeous love it
Battery 🔋 back...",Lalit raj,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Good quality earphones.,", Paschim Medinipur District",Monish Mal,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Good and nice sound quality.,. Only concern is size is bit big,Flipkart Customer,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Flipkart Customer,Nice earbuds with good enc and next level sound quality as it comes Hires Ldac,Flipkart Customer,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,I love this product.,"Good -- connectivity 
Good battary back-up...",Flipkart Customer,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,"...Good case quality 
Good battery backup","Good calling 
Very nice procdut
Thank you...",sudhanshu kumar,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,...The box is little bigger than others.,Dolby audio mode is not good but the signature...,Renjith R,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Aditi Das,This product is so good and this sound quality is awesome 👍...,Aditi Das,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Sound Quality Very good.,looking premium. Dolby Fabulous sound ....,· 11 months ago,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Sound quality is so good.,But due to customisation of touch sensor...,Yohannan  Thomas,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Neeraj Singh,Sound Quality is not good.,Neeraj Singh,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Flipkart Customer,"Manish-thrilled with purchase, unbeatable sound Exceptional performance with Dolby Audio technology with respect to the sounds.",Flipkart Customer,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,No bass at all.,Sound quality average.,Krishna Mandal,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Sound quality Is to good.,".. On this price...
Battery backup also good...",· 10 months ago,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Poor sound quality.,"Uncomfortable, it hurt after 15-20 mins...",Jatin Nath,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Sound quality is average.,"Sound is loud but base is poor, inam not...",Joydeep Deb,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,....Value For Money...�...,Boat Is Always The Sound Quality Is Amazing As Always.,Rajini Kanth,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Bartha Prabhu,Sound quality is superb dolby sound is very good but dolby audio working not properly some time,Bartha Prabhu,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,.. Such a costly material and bass is almost...,The sound quality is not as expected from boat.,Kavitayein Meri Humsafar,
flipkart,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titani",,Amazing product . Great deal to steal .,Battery backup is too great. Thanks Boat...,· 10 months ago,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Vasu Rana,"The product is generally good, but occasionally the display malfunctions when the back command is used.",Vasu Rana,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Flipkart Customer,Good but improve in fast touch screen and better display.,Flipkart Customer,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,x Phantom x,"...⚡ 
Display is of high resolution with enough brightness ...",x Phantom x,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Not to good only 3 months ok,I am buy 2 times only display issue,Satyanand Singh,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,...3day ( if you using for normal using),Call function - call function some watch...,Sanjay Bhunia,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,It could be better. Its quite irritating...,It's quite good but the display is not top notch.,Vijay Shirale,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,...this watch which is also very useful.,"➎-Display is TOO great, i loved it very much ❣️",Sarvesh Seth,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Display needs improvement.,...RESPONSE EVEN THOUGH WARRANTY IS FOR 1 YEAR.,Adv Anto J Alappatt,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,when I send it for service for 3-4 times...,Everything is fine but it has some display issues.,PRAVEEN  KUMAR,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,...body and weight gives premium feel..!!,uetooth calling and even can attend calls...,Nikhil murali,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,This watch is so amazing.,Good quality. I like this watch so much...,Shahbaz Ahmed,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,...bought 7 month ago. and 2 is 23 December.,Don't by noise smartwatch. its better other...,Flipkart Customer,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Flipkart Customer,"Bought the Noise Icon 4, the display is good and amoled was super....",Flipkart Customer,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Shatarupa,"It's good but the display is not that good, very poor don't buy....",Shatarupa,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Display is superb,"Touch display working fine 
Under 2k this...",Jaiky Sewani,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,The product is value for money,"Features :10/10
Quality  : 8/10
Design :9/10",Manish Dhiwar,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Product is good.,"...
But  battery only 2days no 7days. And...",Bhaskar jyoti Barman,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,nandkishor singh,"...I changed 100% in morning (8:00 am) and and evening (8:00 pm ) it is 98% 😍❤️.
Display is very good, it appears like AMOLED...",nandkishor singh,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Vikash Jain,This product is very nice.... The display is full hd display,Vikash Jain,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Nice products... have value of money...,..But phone connection is cut some times,Subhasmita Dash,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Vishal Moni,"A very good watch, but display can be better.",Vishal Moni,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Its only been 1 month,The display is not working.,· 10 months ago,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,This is working as a charm.,The bluetooth calling is good. Activity...,· 10 months ago,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Parthib Das,Best watch in this segment with a amoled display and a always on screen....,Parthib Das,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Good product,"Great battery
Calling function is good with...",Deepa Balasubrahmanyam,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Amit Dixit,Amoled display not working.,Amit Dixit,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,The display is little big.,. Features are good and well designed but...,Dolly Singh,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Sandeep Srivastav,Superb and smooth display,Sandeep Srivastav,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Satish  Shakya,Very nice but display time very short.,Satish  Shakya,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Nice product..,but display was average.,Debjani  Banerjee,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Amazing display.,..same as that of an amoled phone... lovely...,Sumant Kishor,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Vivek Tiwari,"1.Screen is veri small , 

2. Touch screen response is very bad....",Vivek Tiwari,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Amoled display,...battery life 1 time charging 15 day use,Ajeet  Yadav,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,"...life - 80/100
Charging time - 1 - 2 hours",Over all I like the metallic bulid quality...,Sampa  Banerjee,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Display is not working.,very Bad Product . please donot anyone purchase,yogender chauhan,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Amit Kumar Patel,"Pros
Display is awesome 
Metalic finish feel premium
Calling function...",Amit Kumar Patel,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Display not amoled,And for more face for watch like own pic...,PUSHKAR  KUMAR,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Display issue,", Samastipur District",shubham rjp,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Display is not able to garranty.,which time will be going to trouble in this...,Mintu Das,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Product is good!,I like watch display is very good and smooth touch.!!,Sweety  Tirkey,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,"...for Regular use
1.The product was nice",". Call functions accept, reject, dial is goo...",Praveen Customer,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Worth of money 🤑,".
Good connectivity .
Fit in wrist.
Free siz...",· 11 months ago,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Sweety  Roy,"It's really very good product and display is awesome!! 
...",Sweety  Roy,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Verynice product superb display.,.nice finishing love this product,Mahesh Tate,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Ashutosh  Sharma,Very nice watch I brought it and I like very much 😁 better 4 days and display nice almond displa...,Ashutosh  Sharma,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Flipkart Customer,it is very useful think and it display is full screen I like it,Flipkart Customer,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Dharani M,Everything is good but display sensitivity is slow.,Dharani M,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Its display is very good.,...lasts for 6 to 7 days with normal use.,· 10 months ago,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Virendra Kanaujiya,"Very Good Product
1-Calling Voice Good
2-Larg Display
3-Touch Activity Good
4-All Part are Working...",Virendra Kanaujiya,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,...Battery back up approximately 7 days.,Display could have been better for a sunny day.,RONNIE   THOMAS,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Very very good,"Speaker is loud
And the battery is good",Amaan Khan,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Vasu Rana,"The product is generally good, but occasionally the display malfunctions when the back command is used.",Vasu Rana,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Flipkart Customer,Good but improve in fast touch screen and better display.,Flipkart Customer,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,x Phantom x,"...⚡ 
Display is of high resolution with enough brightness ...",x Phantom x,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Not to good only 3 months ok,I am buy 2 times only display issue,Satyanand Singh,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,...3day ( if you using for normal using),Call function - call function some watch...,Sanjay Bhunia,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,It could be better. Its quite irritating...,It's quite good but the display is not top notch.,Vijay Shirale,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,...this watch which is also very useful.,"➎-Display is TOO great, i loved it very much ❣️",Sarvesh Seth,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Display needs improvement.,...RESPONSE EVEN THOUGH WARRANTY IS FOR 1 YEAR.,Adv Anto J Alappatt,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,when I send it for service for 3-4 times...,Everything is fine but it has some display issues.,PRAVEEN  KUMAR,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,...body and weight gives premium feel..!!,uetooth calling and even can attend calls...,Nikhil murali,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,This watch is so amazing.,Good quality. I like this watch so much...,Shahbaz Ahmed,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,...bought 7 month ago. and 2 is 23 December.,Don't by noise smartwatch. its better other...,Flipkart Customer,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Flipkart Customer,"Bought the Noise Icon 4, the display is good and amoled was super....",Flipkart Customer,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Shatarupa,"It's good but the display is not that good, very poor don't buy....",Shatarupa,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Display is superb,"Touch display working fine 
Under 2k this...",Jaiky Sewani,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,The product is value for money,"Features :10/10
Quality  : 8/10
Design :9/10",Manish Dhiwar,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Product is good.,"...
But  battery only 2days no 7days. And...",Bhaskar jyoti Barman,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,nandkishor singh,"...I changed 100% in morning (8:00 am) and and evening (8:00 pm ) it is 98% 😍❤️.
Display is very good, it appears like AMOLED...",nandkishor singh,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Vikash Jain,This product is very nice.... The display is full hd display,Vikash Jain,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Nice products... have value of money...,..But phone connection is cut some times,Subhasmita Dash,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Vishal Moni,"A very good watch, but display can be better.",Vishal Moni,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Its only been 1 month,The display is not working.,· 10 months ago,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,This is working as a charm.,The bluetooth calling is good. Activity...,· 10 months ago,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Parthib Das,Best watch in this segment with a amoled display and a always on screen....,Parthib Das,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Good product,"Great battery
Calling function is good with...",Deepa Balasubrahmanyam,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Amit Dixit,Amoled display not working.,Amit Dixit,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,The display is little big.,. Features are good and well designed but...,Dolly Singh,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Sandeep Srivastav,Superb and smooth display,Sandeep Srivastav,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Satish  Shakya,Very nice but display time very short.,Satish  Shakya,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Nice product..,but display was average.,Debjani  Banerjee,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Amazing display.,..same as that of an amoled phone... lovely...,Sumant Kishor,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Vivek Tiwari,"1.Screen is veri small , 

2. Touch screen response is very bad....",Vivek Tiwari,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Amoled display,...battery life 1 time charging 15 day use,Ajeet  Yadav,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,"...life - 80/100
Charging time - 1 - 2 hours",Over all I like the metallic bulid quality...,Sampa  Banerjee,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Display is not working.,very Bad Product . please donot anyone purchase,yogender chauhan,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Amit Kumar Patel,"Pros
Display is awesome 
Metalic finish feel premium
Calling function...",Amit Kumar Patel,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Display not amoled,And for more face for watch like own pic...,PUSHKAR  KUMAR,
